,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,19,37,-0.32142856568877565,0.06133625404015745,12.484848484848484,0.4854368932038835,5.188114151220947,12.484848484848484,400,821,2.7884615384615383,3,7.406820950060902
1,38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,7,3,0.39999996000000404,0.04329004310264051,16.692307692307693,0.48847926267281105,6.872314781992202,16.692307692307693,106,216,2.784688995215311,3,7.185185185185185
2,39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,31,46,-0.19480519227525725,0.09961190155289534,11.523809523809524,0.4490358126721763,4.7891381345926805,11.523809523809524,326,723,2.501416430594901,12,6.7786998616874135
3,40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,11,24,-0.37142856081632686,0.0632911391260558,12.868421052631579,0.4703476482617587,5.335507480357336,12.868421052631579,230,484,2.68640350877193,5,7.037190082644628
4,41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,31,54,-0.2705882321107267,0.10718789393797239,13.642857142857142,0.49345549738219896,5.6545250560957365,13.642857142857142,377,764,2.6870838881491346,3,7.218586387434555
5,42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,24,34,-0.17241379013079672,0.08814589652257462,14.477272727272727,0.46938775510204084,5.978664192949907,14.477272727272727,299,636,2.5555555555555554,6,6.855345911949685
6,43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,4,0,0.9999997500000625,0.016194331918241572,23.666666666666668,0.539906103286385,9.68262910798122,23.666666666666668,115,213,2.7535545023696684,1,7.483568075117371
8,45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,16,2,0.7777777345679036,0.04044943811134958,12.441176470588236,0.42080378250591016,5.144792101237659,12.441176470588236,178,420,2.5349397590361447,3,6.814285714285714
9,46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,32,52,-0.238095235260771,0.12352941158304498,16.783783783783782,0.5024154589371981,6.914479697088392,16.783783783783782,312,621,2.690909090909091,3,7.322061191626409
10,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,32,24,0.1428571403061225,0.12362030877788012,13.085714285714285,0.3471615720524017,5.373150343106675,13.085714285714285,159,456,2.3730684326710816,35,6.440789473684211
11,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,8,36,-0.6363636219008268,0.05662805655517625,13.185185185185185,0.48735955056179775,5.469017894298794,13.185185185185185,347,712,2.651537335285505,1,7.217696629213483
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,16,29,-0.28888888246913597,0.06311360439956017,12.089285714285714,0.5096011816838996,5.039554758387846,12.089285714285714,345,675,2.6879643387815753,1,7.33037037037037
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,28,51,-0.29113923682102233,0.09974747462153097,12.945454545454545,0.49859550561797755,5.37762002042901,12.945454545454545,355,711,2.662857142857143,2,7.263009845288327
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,19,21,-0.04999999875000003,0.06944444432388118,14.58974358974359,0.4797891036906854,6.02781307737371,14.58974358974359,273,568,2.573451327433628,7,7.044014084507042
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,51,47,0.040816326114119124,0.09560975600428316,12.35897435897436,0.4512448132780083,5.124087668900947,12.35897435897436,435,960,2.5245202558635396,3,6.790625
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,24,39,-0.23809523431594867,0.05827937089890899,13.592105263157896,0.4791868344627299,5.628516839048251,13.592105263157896,495,1033,2.6210855949895615,2,6.793804453049371
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,27,25,0.03846153772189351,0.09629629611796982,20.24137931034483,0.3049403747870528,8.218527874052752,20.24137931034483,179,587,2.230905861456483,43,6.0204429301533215
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,39,65,-0.24999999759615388,0.08623548914905846,15.191780821917808,0.47610459873760147,6.267154168262164,15.191780821917808,528,1107,2.607806691449814,8,7.103884372177055
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,36,52,-0.18181817975206616,0.11428571413729129,9.222222222222221,0.4002677376171352,3.8489959839357426,9.222222222222221,299,738,2.426450742240216,8,6.47289972899729
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,11,14,-0.11999999520000018,0.07102272707095816,13.125,0.5047619047619047,5.451904761904762,13.125,159,315,2.8885135135135136,2,7.6
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,49,91,-0.2999999978571429,0.0883838383280405,14.35,0.4578397212543554,5.923135888501743,14.35,657,1432,2.5,7,6.820530726256983
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,37,64,-0.267326730026468,0.1230207063056995,12.897058823529411,0.38540478905359177,5.312985445033202,12.897058823529411,338,870,2.3513824884792625,34,6.375862068965517
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,36,66,-0.2941176441753172,0.08680851056441828,10.852941176470589,0.44986449864498645,4.52112227004623,10.852941176470589,498,1103,2.5269631031220436,13,6.697189483227561
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,43,78,-0.2892561959565604,0.1046712801862705,14.390243902439025,0.4542372881355932,5.9377924762298475,14.390243902439025,536,1179,2.528745644599303,8,6.827820186598813
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,23,41,-0.2812499956054688,0.08544726290327469,12.152542372881356,0.4435146443514644,5.038422806893129,12.152542372881356,318,715,2.636222910216718,8,6.615384615384615
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,60,17,0.5584415511890708,0.0627035830108277,16.939393939393938,0.5035778175313059,6.977188702770097,16.939393939393938,563,1116,2.7138863000931965,3,7.172939068100359
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,19,24,-0.11627906706327752,0.06677018623172332,16.333333333333332,0.4744897959183674,6.72312925170068,16.333333333333332,279,587,2.6530249110320283,4,7.006814310051107
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,38,83,-0.37190082337272046,0.12710084020262516,13.569230769230769,0.47165532879818595,5.616354439211582,13.569230769230769,416,878,2.647196261682243,7,7.06492027334852
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,11,17,-0.21428570663265334,0.09333333302222223,14.052631578947368,0.5168539325842697,5.827794204612656,14.052631578947368,138,266,2.7849056603773583,3,7.548872180451128
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,8,6,0.14285713265306196,0.03139013445876652,14.0,0.49261083743842365,5.79704433497537,14.0,200,406,2.781578947368421,2,7.152709359605911
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,26,57,-0.3734939714036871,0.06786590346045306,20.818181818181817,0.422707423580786,8.496355696705042,20.818181818181817,484,1145,2.7116953762466003,3,7.107423580786026
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,84,32,0.4482758582045185,0.09563066768703159,14.802631578947368,0.48444444444444446,6.114830409356725,14.802631578947368,545,1121,2.591891891891892,1,7.075825156110615
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,30,22,0.15384615088757403,0.05268490369535471,13.149253731343284,0.4767309875141884,5.450393887542989,13.149253731343284,420,880,2.6870588235294117,7,7.132954545454545
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,29,19,0.20833332899305565,0.0833333331886574,17.161290322580644,0.5770676691729323,7.095343196701432,17.161290322580644,307,532,2.8625954198473282,1,7.597744360902255
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,10,10,0.0,0.054054053907962016,20.533333333333335,0.5357142857142857,8.427619047619048,20.533333333333335,165,307,2.8947368421052633,5,7.50814332247557
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,9,7,0.12499999218750048,0.05047318596065241,15.3,0.40522875816993464,6.282091503267974,15.3,124,305,2.53,5,6.7344262295081965
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,3,16,-0.684210490304711,0.054755043069870196,16.05263157894737,0.5377049180327869,6.636134598792063,16.05263157894737,164,305,2.839590443686007,5,7.488524590163935
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,7,7,0.0,0.04844290640677195,18.142857142857142,0.46062992125984253,7.441394825646793,18.142857142857142,117,254,2.7427385892116183,4,7.094488188976378
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,8,11,-0.15789472853185638,0.07089552212352417,12.45,0.5622489959839357,5.204899598393574,12.45,140,249,2.926829268292683,7,7.594377510040161
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,11,3,0.5714285306122479,0.05223880577522834,11.842105263157896,0.47555555555555556,4.927064327485381,11.842105263157896,107,225,2.8798076923076925,1,7.257777777777778
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,17,51,-0.49999999264705897,0.09826589581175449,12.49056603773585,0.4471299093655589,5.175078378840563,12.49056603773585,296,662,2.5742251223491026,1,6.7250755287009065
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,8,20,-0.4285714132653067,0.07161125301378196,17.761904761904763,0.4584450402144772,7.288139920847697,17.761904761904763,171,370,2.6177285318559558,4,6.975675675675675
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,40,69,-0.2660550434306877,0.09030654507845357,13.114942528735632,0.5127081507449606,5.451060271792238,13.114942528735632,585,1140,2.7125912408759123,1,7.06140350877193
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,8,24,-0.49999998437500054,0.0669456065545071,12.243243243243244,0.47902869757174393,5.0889087763259955,12.243243243243244,217,452,2.6286353467561523,2,7.15929203539823
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,14,11,0.11999999520000018,0.04882812490463257,13.394736842105264,0.49901768172888017,5.557501809533658,13.394736842105264,254,506,2.631683168316832,3,7.41699604743083
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,24,27,-0.05882352825836219,0.07738998470805769,11.0,0.49216300940438873,4.596865203761755,11.0,314,636,2.660828025477707,10,7.452830188679245
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,38,12,0.5199999896000003,0.061124694301803555,13.120689655172415,0.4980289093298292,5.447487425800897,13.120689655172415,379,761,2.674355495251018,2,7.101182654402103
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,29,46,-0.2266666636444445,0.08907363409848737,10.12987012987013,0.5243589743589744,4.261691641691642,10.12987012987013,409,780,2.6540962288686605,3,7.007692307692308
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,32,3,0.8285714048979599,0.07608695635633271,14.733333333333333,0.5633484162895928,6.118672699849171,14.733333333333333,249,441,2.8735632183908044,1,7.766439909297052
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,36,41,-0.06493506409175241,0.10461956507524516,10.217391304347826,0.4765957446808511,4.277594819611472,10.217391304347826,336,702,2.62,9,7.028490028490029
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,69,31,0.3799999962,0.07541478124026034,15.222222222222221,0.5563665855636658,6.311435523114355,15.222222222222221,686,1233,2.8057851239669422,2,7.4533657745336575
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,60,36,0.24999999739583337,0.1013727559647595,11.95945945945946,0.4463276836158192,4.962314857230112,11.95945945945946,395,880,2.518390804597701,7,6.734090909090909
54,91,https://insights.blackcoffer.com/human-rights-outlook/,68,37,0.2952380924263039,0.08936170205160705,12.404494382022472,0.5634057971014492,5.1871600716495685,12.404494382022472,622,1099,2.787934186471664,3,7.444040036396724
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,66,22,0.4999999943181819,0.09025641016383958,11.344827586206897,0.44174265450861194,4.714628096286204,11.344827586206897,436,982,2.583419689119171,18,6.693482688391039
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,60,23,0.44578312715923946,0.07248908290612306,12.776470588235295,0.4594843462246777,5.294381973783989,12.776470588235295,499,1081,2.584995251661918,12,6.96577243293247
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,47,22,0.36231883532871256,0.08136792443234915,13.423728813559322,0.4671717171717172,5.556360212292416,13.423728813559322,370,788,2.570876288659794,17,6.978426395939087
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29,12,0.4146341362284357,0.0705679861091773,11.02,0.4591651542649728,4.591666061705989,11.02,253,547,2.604651162790698,8,6.809872029250457
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,40,13,0.5094339526521896,0.09888059683044664,12.825,0.442495126705653,5.306998050682261,12.825,227,512,2.4563492063492065,1,6.751953125
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,69,39,0.27777777520576136,0.08011869430258256,14.488888888888889,0.4831288343558282,5.988807089297887,14.488888888888889,630,1299,2.65546875,9,6.895304080061586
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,49,61,-0.10909090809917356,0.0789096125689314,11.711538461538462,0.458128078817734,4.867866616142479,11.711538461538462,558,1212,2.5,2,6.912541254125412
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,39,20,0.32203389284688316,0.07151515142846648,13.322033898305085,0.5534351145038168,5.550187605123561,13.322033898305085,435,783,2.8365261813537677,9,7.587484035759898
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,33,28,0.08196721177102932,0.06695938521738816,11.103896103896103,0.45380116959064326,4.623078909394699,11.103896103896103,388,854,2.596852300242131,7,6.737704918032787
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,61,23,0.45238094699546494,0.0930232557109377,11.8375,0.4783526927138332,4.926341077085534,11.8375,453,944,2.6252676659528906,32,6.9724576271186445
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,67,21,0.5227272667871902,0.08477841995686086,11.541176470588235,0.4892966360856269,4.812189242669545,11.541176470588235,480,978,2.7065556711758583,10,7.1114519427402865
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,28,0,0.9999999642857155,0.061538461403212175,16.192307692307693,0.5486935866983373,6.696400511602413,16.192307692307693,231,421,2.8585131894484412,1,7.503562945368171
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,83,39,0.3606557347487235,0.13062098487085547,89.33333333333333,0.439365671641791,35.90907960199005,89.33333333333333,471,1072,2.488083889418494,15,6.604477611940299
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,20,0,0.9999999500000024,0.03597122295688629,10.73469387755102,0.5418250950570342,4.510607589043222,10.73469387755102,285,524,2.758687258687259,1,7.372137404580153
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,17,6,0.4782608487712674,0.04042179254758912,11.555555555555555,0.5634615384615385,4.847606837606838,11.555555555555555,293,520,2.823529411764706,1,7.782692307692308
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,3,3,0.0,0.026086956408317583,20.363636363636363,0.5401785714285714,8.361525974025975,20.363636363636363,121,224,2.832579185520362,3,7.647321428571429
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,27,69,-0.4374999954427084,0.10126582267798964,14.387096774193548,0.507847533632287,5.957977723130334,14.387096774193548,453,888,2.6211251435132032,3,7.0191441441441444
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,20,15,0.14285713877551032,0.06249999988839286,14.416666666666666,0.4701348747591522,5.954720616570327,14.416666666666666,244,519,2.639442231075697,4,6.940269749518304
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,58,38,0.20833333116319447,0.08318890807349313,11.610526315789473,0.4514959202175884,4.824808894402825,11.610526315789473,498,1098,2.597754911131899,10,6.8642987249544625
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,42,3,0.8666666474074078,0.08789062482833862,9.857142857142858,0.5383022774327122,4.158178053830229,9.857142857142858,260,483,2.72,5,7.3312629399585925
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,8,1,0.7777776913580343,0.025069637813176497,16.333333333333332,0.4518950437317784,6.7140913508260445,16.333333333333332,155,343,2.652941176470588,1,6.950437317784257
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,25,7,0.5624999824218756,0.05333333324444445,14.717948717948717,0.4721254355400697,6.076029661395515,14.717948717948717,271,572,2.5517857142857143,5,6.774475524475524
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,16,8,0.333333319444445,0.05442176858407762,16.0,0.49,6.596,16.0,196,399,2.8419689119170983,2,7.225563909774436
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,18,8,0.3846153698224858,0.0792682924412552,9.65625,0.5242718446601942,4.072208737864078,9.65625,162,306,2.8664495114006514,1,7.571895424836601
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,8,0,0.9999998750000157,0.034632034482112405,14.785714285714286,0.5555555555555556,6.136507936507937,14.785714285714286,115,207,2.946078431372549,3,7.806763285024155
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,26,37,-0.17460317183169569,0.10623946019183902,9.271186440677965,0.41316270566727603,3.8737396585380965,9.271186440677965,226,540,2.4981617647058822,14,6.724074074074074
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,11,2,0.6923076390532585,0.05603448251709275,15.642857142857142,0.5114155251141552,6.46170906718852,15.642857142857142,112,218,2.7685185185185186,2,7.293577981651376
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,36,10,0.5652173790170135,0.08170515083178481,11.886363636363637,0.5755258126195029,4.984755779593256,11.886363636363637,301,523,2.9295499021526417,1,7.602294455066922
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,4,7,-0.2727272479338866,0.052631578695542684,16.25,0.5076923076923077,6.7030769230769245,16.25,99,193,2.774869109947644,5,7.38860103626943
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,12,25,-0.35135134185536915,0.1209150322845914,12.875,0.4627831715210356,5.335113268608414,12.875,143,303,2.6567656765676566,6,7.092409240924092
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,29,46,-0.2266666636444445,0.06329113918709608,13.897435897435898,0.533210332103321,5.772258491815688,13.897435897435898,578,1083,2.8020446096654275,17,7.535549399815328
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,44,23,0.3134328311427936,0.06706706699993287,13.56,0.42379547689282204,5.59351819075713,13.56,431,1009,2.5410334346504557,19,6.7006937561942514
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,36,26,0.16129031997918838,0.06031128398802404,12.945205479452055,0.4264550264550265,5.3486642023628335,12.945205479452055,403,942,2.5076923076923077,16,6.63588110403397
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,26,5,0.677419332986473,0.05626134291059647,7.253521126760563,0.4601941747572815,3.085486120607138,7.253521126760563,237,506,2.5951417004048585,1,6.861660079051384
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,45,8,0.6981131943752228,0.06400966175844244,12.838709677419354,0.457286432160804,5.318398443832064,12.838709677419354,364,793,2.5076726342710995,5,6.750315258511979
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,33,6,0.6923076745562136,0.10863509719043149,16.904761904761905,0.49577464788732395,6.960214621059691,16.904761904761905,176,353,2.7244318181818183,9,7.045325779036827
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,45,15,0.4999999916666668,0.054298642484797606,14.458333333333334,0.505283381364073,5.985446685878963,14.458333333333334,526,1038,2.7138671875,8,7.047206165703275
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,25,70,-0.47368420554016627,0.14393939372130396,8.567567567567568,0.46529968454258674,3.613146900844062,8.567567567567568,295,628,2.5594294770206023,9,6.88375796178344
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,58,22,0.4499999943750001,0.11142061265818856,8.922077922077921,0.38282387190684136,3.7219607175939053,8.922077922077921,263,682,2.383480825958702,6,6.593841642228739
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,25,32,-0.12280701538935061,0.0773405697729436,13.745098039215685,0.38088445078459343,5.650392996000112,13.745098039215685,267,700,2.3679525222551927,1,6.511428571428572
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,25,21,0.08695651984877131,0.058007566131138,10.055555555555555,0.5124309392265194,4.22719459791283,10.055555555555555,371,721,2.726507713884993,7,7.3717059639389735
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,24,73,-0.5051546339674781,0.1430678463966551,9.357142857142858,0.47022900763358777,3.9309487459105785,9.357142857142858,308,647,2.5483870967741935,10,6.860896445131376
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,23,11,0.35294116608996573,0.06551059717628016,12.736842105263158,0.4669421487603306,5.281513701609395,12.736842105263158,226,483,2.533333333333333,6,6.867494824016563
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11,6,0.2941176297577865,0.055921052447628114,18.533333333333335,0.4676258992805755,7.600383693045565,18.533333333333335,130,278,2.7058823529411766,1,7.197841726618705
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,28,17,0.2444444390123458,0.07614213185085934,19.571428571428573,0.48175182481751827,8.021272158498437,19.571428571428573,264,548,2.6567717996289426,1,7.240875912408759
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,24,29,-0.0943396208615166,0.062279670902139046,12.887096774193548,0.47434292866082606,5.3445758811417505,12.887096774193548,379,795,2.5778635778635777,6,6.9748427672955975
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,37,11,0.5416666553819447,0.017731806421229478,8.972332015810277,0.3986784140969163,3.748404171962878,8.972332015810277,905,2268,2.3787951807228915,1,6.344356261022928
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,38,42,-0.04999999937500001,0.07414272467642008,11.829545454545455,0.49279538904899134,4.928936337437779,11.829545454545455,513,1036,2.6098039215686275,6,7.038610038610039
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,31,64,-0.34736841739612195,0.08535489659896235,15.26865671641791,0.5601173020527859,6.331509607388279,15.26865671641791,573,1023,2.7542457542457544,1,7.27663734115347
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,6,1,0.7142856122449125,0.033980582359317564,17.454545454545453,0.5,7.181818181818182,17.454545454545453,96,191,2.855614973262032,3,7.408376963350785
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,31,4,0.7714285493877557,0.054517133871468636,14.333333333333334,0.46179401993355484,5.918050941306756,14.333333333333334,278,599,2.5187074829931975,1,6.784641068447413
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,37,34,0.04225352053164056,0.06974459718099744,8.491803278688524,0.4575289575289575,3.579732894486993,8.491803278688524,474,1027,2.5623781676413255,5,6.9542356377799415
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,55,15,0.5714285632653062,0.06255585338466858,11.811111111111112,0.4816556914393227,4.917106721020175,11.811111111111112,512,1059,2.5389048991354466,6,6.9178470254957505
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,33,33,0.0,0.08741721842726197,14.176470588235293,0.44536652835408025,5.84873484663575,14.176470588235293,322,718,2.5643564356435644,4,6.917827298050139
110,147,https://insights.blackcoffer.com/the-future-of-investing/,19,44,-0.3968253905265811,0.05159705155479356,15.307692307692308,0.4547738693467337,6.304986470815617,15.307692307692308,543,1194,2.711301044634378,2,6.78140703517588
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,19,40,-0.3559321973570814,0.08452722050927332,12.320754716981131,0.47166921898928027,5.116969574388165,12.320754716981131,308,653,2.6471518987341773,4,7.041347626339969
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,39,48,-0.10344827467300834,0.11240310062997015,9.881578947368421,0.4673768308921438,4.139582311304227,9.881578947368421,351,746,2.5649263721552877,28,6.835120643431635
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,27,27,0.0,0.07860261997292195,17.51219512195122,0.47493036211699163,7.1948501936272855,17.51219512195122,341,716,2.623762376237624,13,6.917597765363128
